EmployerID,company,sector,city,state,CEO,Website,Zip Code
746,Qualcomm,Technology,San Diego,CA,Cristiano Amon,https://www.qualcomm.com,0
747,Quanta Services,Engineering & Construction,Houston,TX,Earl C. Austin Jr.,https://www.quantaservices.com,0
748,Quest Diagnostics,Health Care,Secaucus,NJ,James E. Davis,https://www.questdiagnostics.com,0
749,Qurate Retail,Retailing,Englewood,CO,David L. Rawlinson II,https://www.qurateretail.com,0
750,R.R. Donnelley & Sons,Media,Chicago,IL,Thomas J. Quinlan III,https://www.rrd.com,0
751,Rackspace Technology,Technology,San Antonio,TX,Amar Maletira,https://www.rackspace.com,0
752,Ralph Lauren,Apparel,New York,NY,Patrice Louvet,https://www.ralphlauren.com,0
753,Range Resources,Energy,Fort Worth,TX,Jeffrey L. Ventura,https://www.rangeresources.com,0
754,Raymond James Financial,Financials,St. Petersburg,FL,Paul C. Reilly,https://www.raymondjames.com,0
755,Raytheon Technologies,Aerospace & Defense,Waltham,MA,Gregory J. Hayes,www.rtx.com,0
756,Regal Rexnord,Industrials,Beloit,WI,Louis V. Pinkham,https://www.regalrexnord.com,0
757,Regeneron Pharmaceuticals,Health Care,Tarrytown,NY,Leonard Schleifer,https://www.regeneron.com,0
758,Regions Financial,Financials,Birmingham,AL,John M. Turner Jr.,https://www.regions.com,0
759,Reinsurance Group of America,Financials,Chesterfield,MO,Anna Manning,https://www.rgare.com,0
760,Reliance Steel & Aluminum,Materials,Los Angeles,CA,James D. Hoffman,https://www.rsac.com,0
761,Renewable Energy Group,Energy,Ames,IA,Kevin E. Lucke,https://www.regi.com,0
762,Rent-A-Center,Retailing,Plano,TX,Mitchell E. Fadel,https://www.rentacenter.com,0
763,Republic Services,Business Services,Phoenix,AZ,Jon Vander Ark,https://www.republicservices.com,0
764,Resideo Technologies,Materials,Scottsdale,AZ,Jay L. Geldmacher,https://www.resideo.com,0
765,ResMed,Health Care,San Diego,CA,Michael J. Farrell,https://www.resmed.com,0
766,Resolute Forest Products,Materials,Calhoun,TN,Remi G. Lalonde,https://www.resolutefp.com,0
767,REV Group,Motor Vehicles & Parts,Brookfield,WI,Rodney N. Rushing,https://www.revgroup.com,0
768,RH,Retailing,Corte Madera,CA,Gary G. Friedman,https://www.rh.com,0
769,Rite Aid,Food & Drug Stores,Camp Hill,PA,Heyward Donigan,https://www.riteaid.com,0
770,Rithm Capital,Financials,New York,NY,Michael Nierenberg,https://www.rithmcap.com,0
771,Robert Half International,Business Services,Menlo Park,CA,M. Keith Waddell,https://www.roberthalf.com,0
772,Rocket Companies,Financials,Detroit,MI,Jay D. Farner,https://www.rocketcompanies.com,0
773,Rockwell Automation,Industrials,Milwaukee,WI,Blake D. Moret,https://www.rockwellautomation.com,0
774,Roku,Media,San Jose,CA,Anthony J. Wood,https://www.roku.com,0
775,Rollins,Business Services,Atlanta,GA,Gary W. Rollins,https://www.rollins.com,0
776,Roper Technologies,Technology,Sarasota,FL,L. Neil Hunn,https://www.ropertech.com,0
777,Ross Stores,Retailing,Dublin,CA,Barbara Rentler,https://www.rossstores.com,0
778,RPM International,Chemicals,Medina,OH,Frank C. Sullivan,https://www.rpminc.com,0
779,Rush Enterprises,Retailing,New Braunfels,TX,W. M. Rush,https://www.rushenterprises.com,0
780,Ryder System,Transportation,Miami,FL,Robert E. Sanchez,https://www.ryder.com,0
781,Ryerson Holding,Materials,Chicago,IL,Edward J. Lehner,https://www.ryerson.com,0
782,S&P Global,Business Services,New York,NY,Douglas L. Peterson,https://www.spglobal.com,0
783,Saia,Transportation,Johns Creek,GA,Frederick J. Holzgrefe III,https://www.saia.com,0
784,Salesforce,Technology,San Francisco,CA,Marc R. Benioff/Bret Taylor,https://www.salesforce.com,0
785,Sally Beauty Holdings,Retailing,Denton,TX,Denise A. Paulonis,https://www.sallybeautyholdings.com,0
786,Sanderson Farms,"Food, Beverages & Tobacco",Laurel,MS,Joe F. Sanderson Jr.,https://www.sandersonfarms.com,0
787,Sanmina,Technology,San Jose,CA,Jure Sola,https://www.sanmina.com,0
788,SBA Communications,Financials,Boca Raton,FL,Jeffrey A. Stoops,https://www.sbasite.com,0
789,ScanSource,Wholesalers,Greenville,SC,Michael L. Baur,https://www.scansource.com,0
790,Schneider National,Transportation,Green Bay,WI,Mark B. Rourke,https://www.schneider.com,0
791,Schnitzer Steel Industries,Materials,Portland,OR,Tamara L. Lundgren,https://www.schnitzersteel.com,0
792,Science Applications International,Technology,Reston,VA,Nazzic S. Keene,https://www.saic.com,0
793,Scotts Miracle-Gro,Chemicals,Marysville,OH,James S. Hagedorn,https://www.scotts.com,0
794,Seaboard,"Food, Beverages & Tobacco",Merriam,KS,Robert L. Steer,https://www.seaboardcorp.com,0
795,Sealed Air,Materials,Charlotte,NC,Edward L. Doheny II,https://www.sealedair.com,0
796,Securian Financial Group,Financials,St. Paul,MN,Christopher M. Hilger,https://www.securian.com,0
797,Select Medical Holdings,Health Care,Mechanicsburg,PA,David S. Chernow,https://www.selectmedicalholdings.com,0
798,Selective Insurance Group,Financials,Branchville,NJ,John J. Marchioni,https://www.selective.com,0
799,Sempra,Energy,San Diego,CA,Jeffrey W. Martin,https://www.sempra.com,0
800,Sentry Insurance Group,Financials,Stevens Point,WI,Peter G. McPartland,https://www.sentry.com,0
801,Service Corp. International,Business Services,Houston,TX,Thomas L. Ryan,https://www.sci-corp.com,0
802,ServiceNow,Technology,Santa Clara,CA,William McDermott,https://www.servicenow.com,0
803,Sherwin-Williams,Chemicals,Cleveland,OH,John G. Morikis,https://www.sherwin-williams.com,0
804,Signature Bank,Financials,New York,NY,Joseph J. DePaolo,https://www.signatureny.com,0
805,Silgan Holdings,Materials,Stamford,CT,Adam J. Greenlee,https://www.silganholdings.com,0
806,Simon Property Group,Financials,Indianapolis,IN,David E. Simon,https://www.simon.com,0
807,Sinclair Broadcast Group,Media,Hunt Valley,MD,Christopher S. Ripley,https://www.sbgi.net,0
808,SiteOne Landscape Supply,Wholesalers,Roswell,GA,Doug Black,https://www.siteone.com,0
809,Skechers U.S.A.,Apparel,Manhattan Beach,CA,Robert Greenberg,https://www.skechers.com,0
810,SkyWest,Transportation,St. George,UT,Russell A. Childs,https://www.skywest.com,0
811,Skyworks Solutions,Technology,Irvine,CA,Liam K. Griffin,https://www.skyworksinc.com,0
812,Sleep Number,Retailing,Minneapolis,MN,Shelly R. Ibach,https://www.sleepnumber.com,0
813,SLM,Financials,Newark,DE,Jonathan W. Witter,https://www.salliemae.com,0
814,SM Energy,Energy,Denver,CO,Herbert S. Vogel,https://www.sm-energy.com,0
815,Snap,Technology,Santa Monica,CA,Evan Spiegel,https://www.snap.com,0
816,Snap-on,Industrials,Kenosha,WI,Nicholas T. Pinchuk,https://www.snapon.com,0
817,Sonic Automotive,Retailing,Charlotte,NC,David Bruton Smith,https://www.sonicautomotive.com,0
818,Sonoco Products,Materials,Hartsville,SC,R. Howard Coker,https://www.sonoco.com,0
819,Southern,Energy,Atlanta,GA,Thomas A. Fanning,https://www.southerncompany.com,0
820,Southwest Airlines,Transportation,Dallas,TX,Robert E. Jordan,https://www.southwest.com,0
821,Southwest Gas Holdings,Energy,Las Vegas,NV,Karen S. Haller,https://www.swgasholdings.com,0
822,Southwestern Energy,Energy,Spring,TX,William J. Way,https://www.swn.com,0
823,SpartanNash,Wholesalers,Byron Center,MI,Tony B. Sarsam,https://www.spartannash.com,0
824,Spectrum Brands Holdings,Household Products,Middleton,WI,David M. Maura,https://www.spectrumbrands.com,0
825,Spire,Energy,St. Louis,MO,Suzanne Sitherwood,https://www.spireenergy.com,0
826,Spirit AeroSystems Holdings,Aerospace & Defense,Wichita,KS,Thomas C. Gentile III,https://www.spiritaero.com,0
827,Spirit Airlines,Transportation,Miramar,FL,Edward M. Christie III,https://www.spirit.com,0
828,Splunk,Technology,San Francisco,CA,Gary Steele,https://www.splunk.com,0
829,Sprague Resources,Energy,Portsmouth,NH,David C. Glendon,https://www.spragueenergy.com,0
830,Sprouts Farmers Market,Food & Drug Stores,Phoenix,AZ,Jack L. Sinclair,https://www.sprouts.com,0
831,SS&C Technologies Holdings,Technology,Windsor,CT,William C. Stone,https://www.ssctech.com,0
832,Stanley Black & Decker,Household Products,New Britain,CT,Donald Allan Jr.,https://www.stanleyblackanddecker.com,0
833,Starbucks,"Hotels, Restaurants & Leisure",Seattle,WA,Howard D. Schultz,www.starbucks.com,0
834,State Farm Insurance,Financials,Bloomington,IL,Michael L. Tipsord,www.statefarm.com,0
835,State Street,Financials,Boston,MA,Ronald P. O&#039;Hanley,https://www.statestreet.com,0
836,Steel Dynamics,Materials,Fort Wayne,IN,Mark D. Millett,https://www.steeldynamics.com,0
837,Steelcase,Household Products,Grand Rapids,MI,Sara E. Armbruster,https://www.steelcase.com,0
838,Stepan,Chemicals,Northbrook,IL,Scott R. Behrens,https://www.stepan.com,0
839,Stericycle,Business Services,Bannockburn,IL,Cindy J. Miller,https://www.stericycle.com,0
840,Stewart Information Services,Financials,Houston,TX,Frederick Eppinger,https://www.stewart.com,0
841,Stifel Financial,Financials,St. Louis,MO,Ronald J. Kruszewski,https://www.stifel.com,0
842,StoneX Group,Financials,New York,NY,Sean M. O&#039;Connor,www.stonex.com,0
843,Stryker,Health Care,Kalamazoo,MI,Kevin A. Lobo,https://www.stryker.com,0
844,Summit Materials,Materials,Denver,CO,Anne P. Noonan,https://www.summit-materials.com,0
845,Sun Communities,Financials,Southfield,MI,Gary A. Shiffman,https://www.suncommunities.com,0
846,Super Micro Computer,Technology,San Jose,CA,Charles Liang,https://www.supermicro.com,0
847,Surgery Partners,Health Care,Brentwood,TN,J. Eric Evans,https://www.surgerypartners.com,0
848,SVB Financial Group,Financials,Santa Clara,CA,Gregory W. Becker,https://www.svb.com,0
849,Synchrony Financial,Financials,Stamford,CT,Brian D. Doubles,https://www.synchronyfinancial.com,0
850,Syneos Health,Health Care,Morrisville,NC,Michelle Keefe,https://www.syneoshealth.com,0
851,Synopsys,Technology,Mountain View,CA,Aart J. de Geus,https://www.synopsys.com,0
852,Sysco,Wholesalers,Houston,TX,Kevin P. Hourican,www.sysco.com,0
853,T. Rowe Price,Financials,Baltimore,MD,Robert W. Sharps,https://www.troweprice.com,0
854,Take-Two Interactive Software,Media,New York,NY,Strauss H. Zelnick,https://www.take2games.com,0
855,Tapestry,Apparel,New York,NY,Joanne C. Crevoiserat,https://www.tapestry.com,0
856,Targa Resources,Energy,Houston,TX,Matthew J. Meloy,https://www.targaresources.com,0
857,Target,Retailing,Minneapolis,MN,Brian C. Cornell,www.target.com,0
858,Taylor Morrison Home,Engineering & Construction,Scottsdale,AZ,Sheryl D. Palmer,https://www.taylormorrison.com,0
859,TD Synnex,Wholesalers,Fremont,CA,Richard T. Hume,www.tdsynnex.com,0
860,TEGNA,Media,Tysons,VA,David T. Lougee,https://www.tegna.com,0
861,Teledyne Technologies,Aerospace & Defense,Thousand Oaks,CA,Robert Mehrabian,https://www.teledyne.com,0
862,Teleflex,Health Care,Wayne,PA,Liam J. Kelly,https://www.teleflex.com,0
863,Telephone & Data Systems,Telecommunications,Chicago,IL,LeRoy T. Carlson Jr.,https://www.tdsinc.com,0
864,Tempur Sealy International,Household Products,Lexington,KY,Scott Thompson,https://www.tempursealy.com,0
865,Tenet Healthcare,Health Care,Dallas,TX,Saumya Sutaria,https://www.tenethealth.com,0
866,Tenneco,Motor Vehicles & Parts,Lake Forest,IL,Brian J. Kesseler,https://www.tenneco.com,0
867,Teradyne,Technology,North Reading,MA,Mark Jagiela,https://www.teradyne.com,0
868,Terex,Industrials,Norwalk,CT,John L. Garrison Jr.,https://www.terex.com,0
869,Tesla,Motor Vehicles & Parts,Austin,TX,Elon Musk,www.tesla.com,0
870,Tetra Tech,Engineering & Construction,Pasadena,CA,Dan L. Batrack,https://www.tetratech.com,0
871,Texas Instruments,Technology,Dallas,TX,Richard K. Templeton,https://www.ti.com,0
872,Texas Roadhouse,"Hotels, Restaurants & Leisure",Louisville,KY,Gerald L. Morgan,https://www.texasroadhouse.com,0
873,Textron,Aerospace & Defense,Providence,RI,Scott C. Donnelly,https://www.textron.com,0
874,Thermo Fisher Scientific,Technology,Waltham,MA,Marc Casper,https://www.thermofisher.com,0
875,Thor Industries,Motor Vehicles & Parts,Elkhart,IN,Robert Martin,https://www.thorindustries.com,0
876,Thrivent Financial for Lutherans,Financials,Minneapolis,MN,Teresa J. Rasmussen,https://www.thrivent.com,0
877,TIAA,Financials,New York,NY,Thasunda Brown Duckett,www.tiaa.org,0
878,Timken,Industrials,North Canton,OH,Richard G. Kyle,https://www.timken.com,0
879,TJX,Retailing,Framingham,MA,Ernie L. Herrman,www.tjx.com,0
880,Toll Brothers,Engineering & Construction,Fort Washington,PA,Douglas C. Yearley Jr.,https://www.tollbrothers.com,0
881,TopBuild,Engineering & Construction,Daytona Beach,FL,Robert M. Buck,https://www.topbuild.com,0
882,Topgolf Callaway Brands,"Hotels, Restaurants & Leisure",Carlsbad,CA,Oliver G. Brewer III,https://www.callawaygolf.com,0
883,Toro,Industrials,Bloomington,MN,Richard M. Olson,https://www.thetorocompany.com,0
884,TPG,Financials,Fort Worth,TX,Jon Winkelried,https://www.tpg.com,0
885,Tractor Supply,Retailing,Brentwood,TN,Harry A. Lawton III,https://www.tractorsupply.com,0
886,TransDigm Group,Aerospace & Defense,Cleveland,OH,Kevin M. Stein,https://www.transdigm.com,0
887,TransUnion,Business Services,Chicago,IL,Christopher A. Cartwright,https://www.transunion.com,0
888,Travel + Leisure,"Hotels, Restaurants & Leisure",Orlando,FL,Michael D. Brown,https://www.travelandleisureco.com,0
889,TravelCenters of America,Retailing,Westlake,OH,Jonathan M. Pertchik,https://www.ta-petro.com,0
890,Travelers,Financials,New York,NY,Alan D. Schnitzer,www.travelers.com,0
891,TreeHouse Foods,"Food, Beverages & Tobacco",Oak Brook,IL,Steven T. Oakland,https://www.treehousefoods.com,0
892,Tri Pointe Homes,Engineering & Construction,Incline Village,NV,Douglas F. Bauer,https://www.tripointehomes.com,0
893,Trimble,Technology,Sunnyvale,CA,Robert G. Painter,https://www.trimble.com,0
894,TriNet Group,Business Services,Dublin,CA,Burton M. Goldfield,https://www.trinet.com,0
895,TrueBlue,Business Services,Tacoma,WA,Steven C. Cooper,https://www.trueblue.com,0
896,Truist Financial,Financials,Charlotte,NC,William H. Rogers Jr.,https://www.truist.com,0
897,TTEC Holdings,Technology,Englewood,CO,Kenneth D. Tuchman,https://www.ttec.com,0
898,TTM Technologies,Technology,Santa Ana,CA,Thomas T. Edman,https://www.ttm.com,0
899,Tutor Perini,Engineering & Construction,Sylmar,CA,Ronald N. Tutor,https://www.tutorperini.com,0
900,Twilio,Technology,San Francisco,CA,Jeff Lawson,https://www.twilio.com,0
901,Twitter,Technology,San Francisco,CA,Elon Musk,https://www.twitter.com,0
902,Tyson Foods,"Food, Beverages & Tobacco",Springdale,AR,Donnie D. King,www.tysonfoods.com,0
903,U.S. Bancorp,Financials,Minneapolis,MN,Andrew J. Cecere,https://www.usbank.com,0
904,Uber Technologies,Technology,San Francisco,CA,Dara Khosrowshahi,https://www.uber.com,0
905,UFP Industries,Materials,Grand Rapids,MI,Matthew Missad,https://www.ufpi.com,0
906,UGI,Energy,King of Prussia,PA,Roger Perreault,https://www.ugicorp.com,0
907,Ulta Beauty,Retailing,Bolingbrook,IL,David C. Kimbell,https://www.ulta.com,0
908,Under Armour,Apparel,Baltimore,MD,Colin Browne,https://https://about.underarmour.com,0
909,Union Pacific,Transportation,Omaha,NE,Lance M. Fritz,https://www.up.com,0
910,United Airlines Holdings,Transportation,Chicago,IL,J. Scott Kirby,https://www.united.com,0
911,United Natural Foods,Wholesalers,Providence,RI,Sandy Douglas,https://www.unfi.com,0
912,United Parcel Service,Transportation,Atlanta,GA,Carol B. Tom̩,www.ups.com,0
913,United Rentals,Business Services,Stamford,CT,Matthew J. Flannery,https://www.unitedrentals.com,0
914,United States Steel,Materials,Pittsburgh,PA,David B. Burritt,https://www.ussteel.com,0
915,UnitedHealth Group,Health Care,Minnetonka,MN,Andrew P. Witty,www.unitedhealthgroup.com,0
916,Univar Solutions,Wholesalers,Downers Grove,IL,David C. Jukes,https://www.univarsolutions.com,0
917,Universal Health Services,Health Care,King of Prussia,PA,Marc D. Miller,https://www.uhsinc.com,0
918,Univision Communciations,Media,New York,NY,Wade C. Davis,https://https://corporate.televisaunivision.com,0
919,Unum Group,Financials,Chattanooga,TN,Richard P. McKenney,https://www.unum.com,0
920,Urban Outfitters,Retailing,Philadelphia,PA,Richard A. Hayne,https://www.urbn.com,0
921,US Foods Holding,Wholesalers,Rosemont,IL,Andrew Iacobucci,www.usfoods.com,0
922,USAA,Financials,San Antonio,TX,Wayne Peacock,www.usaa.com,0
923,UWM Holdings,Financials,Pontiac,MI,Mathew R. Ishbia,https://www.uwm.com,0
924,Valero Energy,Energy,San Antonio,TX,Joseph W. Gorder,www.valero.com,0
925,Valhi,Chemicals,Dallas,TX,Robert D. Graham,https://www.valhi.net,0
926,Valmont Industries,Materials,Omaha,NE,Stephen G. Kaniewski,https://www.valmont.com,0
927,Valvoline,Chemicals,Lexington,KY,Samuel J. Mitchell Jr.,https://www.valvoline.com,0
928,Ventas,Financials,Chicago,IL,Debra A. Cafaro,https://www.ventasreit.com,0
929,Verisk Analytics,Business Services,Jersey City,NJ,Lee M. Shavel,https://www.verisk.com,0
930,Veritiv,Wholesalers,Atlanta,GA,Salvatore A. Abbate,https://www.veritivcorp.com,0
931,Verizon Communications,Telecommunications,New York,NY,Hans E. Vestberg,www.verizon.com,0
932,Vertex Pharmaceuticals,Health Care,Boston,MA,Reshma Kewalramani,https://www.vrtx.com,0
933,Vertiv Holdings,Industrials,Columbus,OH,Robert J. Johnson,https://www.vertiv.com,0
934,VF Corp.,Apparel,Denver,CO,Steven Rendle,https://www.vfc.com,0
935,Viasat,Technology,Carlsbad,CA,Mark D. Dankberg,https://www.viasat.com,0
936,Viatris,Health Care,Canonsburg,PA,Michael Goettler,https://www.viatris.com,0
937,Victoria's Secret,Retailing,Reynoldsburg,OH,Martin P. Waters,https://www.victoriassecretandco.com,0
938,Virtu Financial,Financials,New York,NY,Douglas Cifu,https://www.virtu.com,0
939,Visa,Business Services,San Francisco,CA,Alfred F. Kelly Jr.,https://www.visa.com,0
940,Vishay Intertechnology,Technology,Malvern,PA,Gerald Paul,https://www.vishay.com,0
941,Vista Outdoor,Business Services,Anoka,MN,Christopher T. Metz,https://www.vistaoutdoor.com,0
942,Visteon,Motor Vehicles & Parts,Van Buren Township,MI,Sachin S. Lawande,https://www.visteon.com,0
943,Vistra,Energy,Irving,TX,James A. Burke,https://www.vistracorp.com,0
944,Vizio Holding,Industrials,Irvine,CA,William W. Wang,https://www.vizio.com,0
945,Vontier,Technology,Raleigh,NC,Mark D. Morelli,https://www.vontier.com,0
946,Voya Financial,Financials,New York,NY,Rodney O. Martin Jr.,https://www.voya.com,0
947,Vroom,Retailing,New York,NY,Thomas H. Shortt,https://www.vroom.com,0
948,Vulcan Materials,Materials,Birmingham,AL,J. Thomas Hill,https://www.vulcanmaterials.com,0
949,W.R. Berkley,Financials,Greenwich,CT,W. Robert Berkley Jr.,https://www.berkley.com,0
950,W.W. Grainger,Wholesalers,Lake Forest,IL,D.G. Macpherson,https://www.grainger.com,0
951,Walgreens Boots Alliance,Food & Drug Stores,Deerfield,IL,Roz Brewer,www.walgreensbootsalliance.com,0
952,Walmart,Retailing,Bentonville,AR,C. Douglas McMillon,https://www.stock.walmart.com,0
953,Walt Disney,Media,Burbank,CA,Robert A. Chapek,www.thewaltdisneycompany.com,0
954,Warner Bros. Discovery,Media,New York,NY,David M. Zaslav,https://https://wbd.com,0
955,Warner Music Group,Media,New York,NY,Stephen F. Cooper,https://www.wmg.com,0
956,Waste Management,Business Services,Houston,TX,James C. Fish Jr.,https://www.wm.com,0
957,Waters,Technology,Milford,MA,Udit Batra,https://www.waters.com,0
958,Watsco,Wholesalers,Miami,FL,Albert H. Nahmad,https://www.watsco.com,0
959,Wayfair,Retailing,Boston,MA,Niraj S. Shah,https://www.wayfair.com,0
960,WEC Energy Group,Energy,Milwaukee,WI,Scott J. Lauber,https://www.wecenergygroup.com,0
961,Weis Markets,Food & Drug Stores,Sunbury,PA,Jonathan H. Weis,https://www.weismarkets.com,0
962,Wells Fargo,Financials,San Francisco,CA,Charles W. Scharf,www.wellsfargo.com,0
963,Welltower,Financials,Toledo,OH,Shankh S. Mitra,https://www.welltower.com,0
964,Werner Enterprises,Transportation,Omaha,NE,Derek J. Leathers,https://www.werner.com,0
965,WESCO International,Wholesalers,Pittsburgh,PA,John J. Engel,https://www.wesco.com,0
966,West Pharmaceutical Services,Health Care,Exton,PA,Eric M. Green,https://www.westpharma.com,0
967,Western & Southern Financial Group,Financials,Cincinnati,OH,John F. Barrett,https://www.westernsouthern.com,0
968,Western Digital,Technology,San Jose,CA,David V. Goeckeler,https://www.westerndigital.com,0
969,Western Midstream Partners,Energy,The Woodlands,TX,MIchael P. Ure,https://www.westernmidstream.com,0
970,Western Union,Business Services,Denver,CO,Devin B. McGranahan,https://www.westernunion.com,0
971,Westinghouse Air Brake Technologies,Industrials,Pittsburgh,PA,Rafael O. Santana,https://www.wabteccorp.com,0
972,Westlake,Chemicals,Houston,TX,Albert Yuan Chao,https://www.westlake.com,0
973,WestRock,Materials,Atlanta,GA,David B. Sewell,https://www.westrock.com,0
974,WeWork,Financials,New York,NY,Sandeep Mathrani,https://www.wework.com,0
975,Weyerhaeuser,Materials,Seattle,WA,Devin W. Stockfish,https://www.weyerhaeuser.com,0
976,Whirlpool,Industrials,Benton Harbor,MI,Marc R. Bitzer,https://www.whirlpoolcorp.com,0
977,Williams,Energy,Tulsa,OK,Alan S. Armstrong,https://www.williams.com,0
978,Williams-Sonoma,Retailing,San Francisco,CA,Laura J. Alber,https://www.williams-sonomainc.com,0
979,Winnebago Industries,Motor Vehicles & Parts,Eden Prairie,MN,Michael Happe,https://www.winnebagoind.com,0
980,Wolverine World Wide,Apparel,Rockford,MI,Brendan L. Hoffman,https://www.wolverineworldwide.com,0
981,Woodward,Aerospace & Defense,Fort Collins,CO,Charles Blankenship Jr.,https://www.woodward.com,0
982,Workday,Technology,Pleasanton,CA,#REF!,https://www.workday.com,0
983,World Fuel Services,Energy,Miami,FL,Michael J. Kasbar,www.wfscorp.com,0
984,Worthington Industries,Materials,Columbus,OH,B. Andrew Rose,https://www.worthingtonindustries.com,0
985,Wynn Resorts,"Hotels, Restaurants & Leisure",Las Vegas,NV,Craig S. Billings,https://www.wynnresorts.com,0
986,Xcel Energy,Energy,Minneapolis,MN,Robert C. Frenzel,https://www.xcelenergy.com,0
987,Xerox Holdings,Technology,Norwalk,CT,Steve Bandrowczak,https://www.xerox.com,0
988,Xilinx,Technology,San Jose,CA,Lisa T. Su,https://www.xilinx.com,0
989,XPO Logistics,Transportation,Greenwich,CT,Brad Jacobs,https://www.xpo.com,0
990,Xylem,Industrials,Washington,DC,Patrick K. Decker,https://www.xylem.com,0
991,Yellow,Transportation,Nashville,TN,Darren D. Hawkins,https://www.myyellow.com,0
992,Yum Brands,"Hotels, Restaurants & Leisure",Louisville,KY,David W. Gibbs,https://www.yum.com,0
993,Yum China Holdings,"Hotels, Restaurants & Leisure",Plano,TX,Joey Wat,https://ir.yumchina.com,0
994,Zebra Technologies,Industrials,Lincolnshire,IL,Anders Gustafsson,https://www.zebra.com,0
995,Zillow Group,Technology,Seattle,WA,Richard N. Barton,https://www.zillowgroup.com,0
996,Zimmer Biomet Holdings,Health Care,Warsaw,IN,Bryan C. Hanson,https://www.zimmerbiomet.com,0
997,Zions Bancorp.,Financials,Salt Lake City,UT,Harris H. Simmons,https://www.zionsbancorporation.com,0
998,Zoetis,Health Care,Parsippany,NJ,Kristin Peck,https://www.zoetis.com,0
999,Zoom Video Communications,Technology,San Jose,CA,Eric Yuan,https://www.zoom.us,0
1000,Zynga,Media,San Francisco,CA,Frank D. Gibeau,https://www.zynga.com,0
